ปี,ชื่อ-นามสกุล,ตำแหน่ง,ประเภทกรรมการ,คณะกรรมการ
2553,ร.ท. สมศักดิ์ ยมะสมิต,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2553,สำนักงานประกันสังคม,กรรมการและเลขานุการ,เลขานุการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2553,นางผจงสิน วรรณโกวิท,ที่ปรึกษาด้านประสิทธิภาพ,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2553,นายปั้น วรรณพินิจ,เลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2553,นายพีรพัฒน์ พรศิริเลิศกิจ,รองเลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2553,นายสุภา มะโนปัญญา,รองเลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2552,นายจิรุตม์ ศรีรัตนบัลล์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,นายประทีป ธนกิจเจริญ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,นายวิชัย โชควิวัฒน์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,นายสมเกียรติ ฉายะศรีวงศ์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,นายสุนทร อันตรเสน,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,นายสุพัฒน์ วาณิชย์การ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,นายอนุวัฒน์ ศุภชุติกุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,พล.ต.ต.ชุมศักดิ์ พฤกษาพงษ์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,พล.ต.ต.พจนี สุนทรเกตุ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,พล.ต.ต.วิฑูรย์ นิติวรางกูร,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,พล.ร.ต.กิติพัฒน์ วัฒนาวงศ์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,ศ.จรัส สุวรรณเวลา,ประธานกรรมการ,ประธาน,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,ศ.เหลือพร ปุณณกันต์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,สำนักงานประกันสังคม,กรรมการและเลขานุการ,เลขานุการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2552,นายถวัติ สุรินคม,ที่ปรึกษา,ผู้ทรงคุณวุฒิระบบงานประกันสังคม,คณะกรรมการประกันสังคม
2552,นายธานี แตงจีน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2552,นายนคร สุทธิประวัติ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2552,นายประภาส ชัยวัฒนายน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2552,นายประสิทธิ์ จงอัศญากุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2552,นายปรีชา สิทธิกรณ์การ,ที่ปรึกษา,ผู้ทรงคุณวุฒิด้านบริหารธุรกิจ,คณะกรรมการประกันสังคม
2552,นายปิง คุณะวัฒน์สถิต,ที่ปรึกษา,ผู้ทรงคุณวุฒิด้านกฎหมาย,คณะกรรมการประกันสังคม
2552,นายพนัส ไทยล้วน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2552,นายวรพงศ์ ระวิรัชต์,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2552,นายวัลลภ กิ่งชาญศิลป์,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2552,นายสมนึก เหมือนด้วง,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2552,นายสุธรรม เจริญพรวัฒนา,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2552,นายสุรัตน์ จันทร์วันเพ็ญ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2552,นายอำพล สิงหโกวิน,ที่ปรึกษา,ผู้ทรงคุณวุฒิด้านระบบประกันสังคม,คณะกรรมการประกันสังคม
2552,พล.อ.เอกจิต ช่างหล่อ,ที่ปรึกษา,ผู้ทรงคุณวุฒิด้านการแพทย์,คณะกรรมการประกันสังคม
2552,นางปราณิน มุตตาหารัช,รองเลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2552,นางผจงสิน วรรณโกวิท,รองเลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2552,นางพรรณี ศรียุดศักดิ์,รองเลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2552,นายปั้น วรรณพินิจ,เลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2552,นายสิทธิพล รัตนาคร,ที่ปรึกษาด้านประสิทธิภาพ,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2552,นายสุธรรม เจริญพรวัฒนา,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2550,นพ.ธีระ พิทักษ์ประเวศ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2550,นพ.ไพโรจน์ นุรักษ์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2550,นพ.วิวัฒน์ ยถาภูธานนท์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2550,นพ.สรรณธรา ไวกุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2550,นพ.สุชาติ ทองประเสริฐ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2550,นพ.สุรพงษ์ ไตรสุทธิ์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2550,นาวาอากาศตรี ดร. วีทุรา แสงสิงแก้ว,ประธานกรรมการ,ประธาน,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2550,พล.ต.ท. ภาสกร รักษ์กุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2550,นพ.เกียรติ รักรุ่งธรรม,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2550,นพ.เจษฎา โชคดำรงสุข,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2550,นพ.เฉลิม หาญพาณิชย์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2550,นพ.ชาตรี บัญชุญ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2550,นพ.พีระ เลิศกาญจนวังไล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2550,พ.อ.ดร.ประชากิจ บุญจิตรพิมล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2550,พล.ต.ท. ธวัชชัย สาศิพรม,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2550,รศ.ดร.ปิยะ เนตรวิเชียร,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2550,ศ.ดร. พินิจ กุลลวนิช,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2550,ศ.ดร.อรุณ เภาสวัสดิ์,ประธานกรรมการ,ประธาน,คณะกรรมการการแพทย์กองทุนประกันสังคม
2551,ดร.ธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2551,นายจำรัส ไชยลังกา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2551,นายจิตร เทียมเจริญสุข,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2551,นายชวลิต อาคมธน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2551,นายชัยสิทธิ์ สุขสมบูรณ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2551,นายชินโชติ (ประเทือง) แสงสังข์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2551,นายประกาย วิศาทวิศัย,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2551,นายประสิทธิ์ จงอัศญากุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2551,นายสมพงศ์ นครศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2551,นายอินชวน ขันคำ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2551,นายประกาย วิเศษวิสัย,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2551,นายธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2551,นายจิตร เต็มเจริญสุข,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2550,ดร.ธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2550,น.อ.ดร.วุฒิพงษ์ พงศ์สุวรรณ,ที่ปรึกษา,ผู้ทรงคุณวุฒิระบบประกันสังคม,คณะกรรมการประกันสังคม
2550,นายจำรัส ไชยลังกา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2550,นายจิตร เทียมเจริญสุข,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2550,นายชวลิต อาคมธน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2550,นายชัยสิทธิ์ สุขสมบูรณ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2550,นายชินโชติ (ประเทือง) แสงสังข์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2550,นายประกาย วิศาทวิศัย,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2550,นายประสิทธิ์ จงอัศญากุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2550,นายสมพงศ์ นครศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2550,นายอินชวน ขันคำ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2550,นางจีราภรณ์ เกษรสุจริต,ที่ปรึกษาด้านประสิทธิภาพ,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2550,นางสุจิตรา บุญชู,รองเลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2550,นายโชติชน สุริยนาคางกูร,รองเลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2550,นายสิทธิพล รัตนาคร,รองเลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2550,นายสุรินทร์ จิรวิศิษฐ์,เลขาธิการสำนักงานประกันสังคม,ผู้บริหาร,ผู้บริหารสำนักงานประกันสังคม
2550,นายประกาย วิเศษวิสัย,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2550,นายธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2550,นายจิตร เต็มเจริญสุข,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2549,นายจิตร เต็มเจริญสุข,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2549,นายชวลิต อาคมธน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2549,นายสมพงศ์ นครศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2549,นายธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2549,นายวิโรจน์ อมตกุลชัย,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2549,นายชินโชติ (ประเทือง) แสงสังข์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2549,นายจำรัส ไชยลังกา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2549,นายสมศักดิ์ ดวงรัตน์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2549,นายกฤษฎา ต่อวงษ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2549,นายประกาย วิเศษวิสัย,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2549,นายอินชวน ขันคำ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2548,นายจิตร เต็มเจริญสุข,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2548,นายชวลิต อาคมธน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2548,นายสมพงศ์ นครศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2548,นายธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2548,นายวิโรจน์ อมตกุลชัย,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2548,นายชินโชติ (ประเทือง) แสงสังข์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2548,นายจำรัส ไชยลังกา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2548,นายสมศักดิ์ ดวงรัตน์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2548,นายกฤษฎา ต่อวงษ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2548,นายประกาย วิเศษวิสัย,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2548,นายอินชวน ขันคำ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2547,นายจิตร เต็มเจริญสุข,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2547,นายชวลิต อาคมธน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2547,นายสมพงศ์ นครศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2547,นายธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2547,นายวิโรจน์ อมตกุลชัย,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2547,นายชินโชติ (ประเทือง) แสงสังข์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2547,นายจำรัส ไชยลังกา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2547,นายสมศักดิ์ ดวงรัตน์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2547,นายกฤษฎา ต่อวงษ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2547,นายประกาย วิเศษวิสัย,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2547,นายอินชวน ขันคำ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2546,นางสาวสุภาพร ประจันนวล,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2545,นายประพัฒน์ โพธิวรคุณ,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2545,นายอนันต์ เทพหัสดิน ณ อยุธยา,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2545,นายคณทัต รุจิโรจนาสกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2545,นายพงษ์ศักดิ์ อัสสกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2545,นางสาวสิริมาศ วัฒนโชติ,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2545,นายพนัส ไทยล้วน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2545,นายสมาน ถมยา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2545,นายสมศักดิ์ ดวงรัตน์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2545,นายกฤษฎา ต่อวงษ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2545,นายทวี ดียิ่ง,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2544,นายประพัฒน์ โพธิวรคุณ,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2544,นายอนันต์ เทพหัสดิน ณ อยุธยา,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2544,นายคณทัต รุจิโรจนาสกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2544,นายพงษ์ศักดิ์ อัสสกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2544,นางสาวสิริมาศ วัฒนโชติ,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2544,นายพนัส ไทยล้วน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2544,นายสมาน ถมยา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2544,นายสมศักดิ์ ดวงรัตน์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2544,นายกฤษฎา ต่อวงษ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2544,นายทวี ดียิ่ง,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2543,นายพงษ์ศักดิ์ อัสสกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2543,นายสุชาญ โกศิน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2543,นายอนันต์ เทพหัสดิน ณ อยุธยา,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2543,นายคณทัต รุจิโรจนาสกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2543,นายธีรพจน์ จรูญศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2543,นางสาวสิริมาศ วัฒนโชติ,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2543,นายพนัส ไทยล้วน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2543,นายชินโชติ (ประเทือง) แสงสังข์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2543,นายพยุทธ์ ขันธ์ประดิษฐ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2543,นายอนุศักดิ์ บุญยะประณัย,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2543,นายทวี ดียิ่ง,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2542,นายสุชาญ โกศิน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2542,นายอนันต์ เทพหัสดิน ณ อยุธยา,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2542,นายคณทัต รุจิโรจนาสกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2542,นายธีรพจน์ จรูญศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2542,นางสาวสิริมาศ วัฒนโชติ,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2542,นายพนัส ไทยล้วน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2542,นายชินโชติ (ประเทือง) แสงสังข์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2542,นายพยุทธ์ ขันธ์ประดิษฐ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2542,นายอนุศักดิ์ บุญยะประณัย,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2542,นายทวี ดียิ่ง,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2541,นายอนันตชัย คุณานันทกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2541,นายสุชาญ โกศิน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2541,นายพิพัฒน์ ธรรมสืบศิลป,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2541,นายธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2541,นายธีรพจน์ จรูญศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2541,นายจำรัส ไชยลังกา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2541,นายชินโชติ (ประเทือง) แสงสังข์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2541,นายสุเทพ คำจันทร์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2541,นายพาณิชย์ เจริญเผ่า,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2541,นายอัมพร บรรดาศักดิ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2540,นายอนันตชัย คุณานันทกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2540,นายสุชาญ โกศิน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2540,นายพิพัฒน์ ธรรมสืบศิลป,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2540,นายธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2540,นายธีรพจน์ จรูญศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2540,นายจำรัส ไชยลังกา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2540,นายชินโชติ (ประเทือง) แสงสังข์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2540,นายสุเทพ คำจันทร์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2540,นายพาณิชย์ เจริญเผ่า,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2540,นายอัมพร บรรดาศักดิ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2539,นายสมพงศ์ นครศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2539,นายจำเนียร จวงตระกูล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2539,นายพิพัฒน์ ธรรมสืบศิลป,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2539,นายอนันตชัย คุณานันทกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2539,นายธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2539,นายพาณิชย์ เจริญเผ่า,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2539,นายจำรัส ไชยลังกา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2539,นายอัมพร บรรดาศักดิ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2539,นายสมชาย บุญชู,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2539,นายสุเทพ คำจันทร์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2538,นายสมพงศ์ นครศรี,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2538,นายจำเนียร จวงตระกูล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2538,นายพิพัฒน์ ธรรมสืบศิลป,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2538,นายอนันตชัย คุณานันทกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2538,นายธวัชชัย ยงกิตติกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2538,นายพาณิชย์ เจริญเผ่า,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2538,นายจำรัส ไชยลังกา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2538,นายอัมพร บรรดาศักดิ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2538,นายสมชาย บุญชู,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
